sample,family,trim,inflate,retention,trim_relative,inflate_relative,relative_shift
DRR014782,f__Acutalibacteraceae,10509.0,1528.0,0.14539918165382054,0.0019486277277357832,0.00031311212344322514,-0.001635515604292558
DRR014782,f__Pumilibacteraceae,9944.0,4402.0,0.4426790024135157,0.0018438627961370852,0.0009020416016996579,-0.0009418211944374273
DRR014782,f__Burkholderiaceae,6719.0,5530.0,0.8230391427295729,0.0012458682750648709,0.0011331872006813057,-0.00011268107438356517
DRR014782,f__Erysipelotrichaceae,6198.0,1453.0,0.23443046143917393,0.0011492620284048324,0.00029774340010667945,-0.000851518628298153
DRR014782,f__Nanosyncoccaceae,4875.0,4765.0,0.9774358974358974,0.000903945206271952,0.0009764262226485392,7.248101637658726e-05
DRR014782,f__CAG-272,4635.0,1990.0,0.42934196332254587,0.0008594432884247174,0.0004077834591963469,-0.00045165982922837046
DRR014782,f__Butyricicoccaceae,4254.0,696.0,0.16361071932299012,0.0007887964938422325,0.00014262175256314445,-0.000646174741279088
DRR014782,f__Anaerovoracaceae,3565.0,99.0,0.02776998597475456,0.00066103890468913,2.0286714804240374e-05,-0.0006407521898848897
DRR014782,f__UBA1242,3558.0,170.0,0.0477796514896009,0.0006597409320852523,3.483577289617034e-05,-0.000624905159189082
DRR014782,f__CAG-288,3454.0,2664.0,0.7712796757382745,0.000640456767684784,0.0005458970529141046,-9.455971477067941e-05
DRR014782,f__Turicibacteraceae,3075.0,1066.0,0.3466666666666667,0.0005701808224176928,0.0002184407876901034,-0.0003517400347275893
DRR014782,f__UBA4997,3047.0,821.0,0.2694453560879554,0.0005649889320021821,0.00016823629145738735,-0.0003967526405447948
DRR014782,f__Bifidobacteriaceae,2696.0,387.0,0.1435459940652819,0.0004999048771506015,7.930261241657601e-05,-0.0004206022647340255
DRR014782,f__CAG-465,2685.0,1414.0,0.5266294227188082,0.0004978652059159367,0.00028975166397167564,-0.000208113541944261
DRR014782,f__Peptococcaceae,2515.0,143.0,0.05685884691848907,0.00046634301410747883,2.9303032495013872e-05,-0.00043703998161246494
DRR014782,f__Anaerotignaceae,2161.0,89.0,0.04118463674224896,0.00040070268528280784,1.823755169270094e-05,-0.0003824651335901069
DRR014782,f__UBA1381,1870.0,185.0,0.09893048128342247,0.00034674410989303593,3.7909517563479486e-05,-0.00030883459232955646
DRR014782,f__Helicobacteraceae,1409.0,1914.0,1.3584102200141945,0.0002612633426948062,0.00039220981954864723,0.00013094647685384103
DRR014782,f__Enterobacteriaceae,1392.0,846.0,0.6077586206896551,0.00025811112351396045,0.00017335919923623593,-8.475192427772452e-05
DRR014782,f__Eggerthellaceae,1312.0,15.0,0.011432926829268292,0.00024327715089821558,3.073744667309148e-06,-0.00024020340623090642
DRR014782,f__Peptostreptococcaceae,1275.0,209.0,0.16392156862745097,0.0002364164385634336,4.282750903117412e-05,-0.00019358892953225948
DRR014782,f__Anaeroplasmataceae,956.0,440.0,0.4602510460251046,0.00017726597275815098,9.0163176907735e-05,-8.710279585041599e-05
DRR014782,f__Coprobacillaceae,839.0,23.0,0.027413587604290822,0.00015557128780762413,4.713075156540693e-06,-0.00015085821265108345
DRR014782,f__Clostridiaceae,831.0,98.0,0.11793020457280386,0.00015408789054604965,2.008179849308643e-05,-0.00013400609205296322
DRR014782,f__UBA644,646.0,8.0,0.01238390092879257,0.00011978432887213969,1.6393304892315454e-06,-0.00011814499838290814
DRR014782,f__Christensenellaceae,640.0,1.0,0.0015625,0.00011867178092595882,2.0491631115394318e-07,-0.00011846686461480487
DRR014782,f__Akkermansiaceae,639.0,119.0,0.18622848200312989,0.000118486356268262,2.438504102731924e-05,-9.410131524094276e-05
DRR014782,f__CAG-314,355.0,6.0,0.016901408450704224,6.582575348236778e-05,1.229497866923659e-06,-6.459625561544412e-05
DRR014782,f__CAG-917,196.0,0.0,0.0,3.634323290857489e-05,0.0,-3.634323290857489e-05
DRR014782,f__CAG-274,189.0,23.0,0.12169312169312169,3.504526030469721e-05,4.713075156540693e-06,-3.0332185148156518e-05
DRR014782,f__Gastranaerophilaceae,159.0,72.0,0.4528301886792453,2.9482520573792894e-05,1.4753974403083908e-05,-1.4728546170708986e-05
DRR014782,f__Enterococcaceae,156.0,69.0,0.4423076923076923,2.892624660070246e-05,1.413922546962208e-05,-1.4787021131080381e-05
DRR014782,f__Aristaeellaceae,149.0,33.0,0.2214765100671141,2.762827399682479e-05,6.762238268080125e-06,-2.0866035728744663e-05
DRR014782,f__Tissierellaceae,144.0,0.0,0.0,2.6701150708340736e-05,0.0,-2.6701150708340736e-05
DRR014782,f__Streptococcaceae,139.0,28.0,0.2014388489208633,2.5774027419856683e-05,5.737656712310409e-06,-2.0036370707546273e-05
DRR014782,f__Emcibacteraceae,93.0,0.0,0.0,1.724449316580339e-05,0.0,-1.724449316580339e-05
DRR014782,f__Bianqueaceae,81.0,0.0,0.0,1.5019397273441664e-05,0.0,-1.5019397273441664e-05
DRR014782,f__JAAVYR01,72.0,0.0,0.0,1.3350575354170368e-05,0.0,-1.3350575354170368e-05
DRR014782,f__Bacillaceae_G,62.0,4.0,0.06451612903225806,1.149632877720226e-05,8.196652446157727e-07,-1.0676663532586488e-05
DRR014782,f__Paludibacteraceae,56.0,0.0,0.0,1.0383780831021396e-05,0.0,-1.0383780831021396e-05
DRR014782,f__Selenomonadaceae,52.0,16.0,0.3076923076923077,9.642082200234155e-06,3.278660978463091e-06,-6.363421221771064e-06
DRR014782,f__UBA1268,50.0,0.0,0.0,9.271232884840533e-06,0.0,-9.271232884840533e-06
DRR014782,f__Microbacteriaceae,48.0,0.0,0.0,8.900383569446912e-06,0.0,-8.900383569446912e-06
DRR014782,f__Pseudomonadaceae,47.0,4.0,0.0851063829787234,8.7149589117501e-06,8.196652446157727e-07,-7.895293667134328e-06
DRR014782,f__Mycobacteriaceae,40.0,0.0,0.0,7.416986307872426e-06,0.0,-7.416986307872426e-06
DRR014782,f__Moraxellaceae,38.0,0.0,0.0,7.046136992478805e-06,0.0,-7.046136992478805e-06
DRR014782,f__Vibrionaceae,36.0,0.0,0.0,6.675287677085184e-06,0.0,-6.675287677085184e-06
DRR014782,f__Sedimenticolaceae,33.0,0.0,0.0,6.119013703994752e-06,0.0,-6.119013703994752e-06
DRR014782,f__Atopobiaceae,32.0,1.0,0.03125,5.933589046297941e-06,2.0491631115394318e-07,-5.728672735143998e-06
DRR014782,f__Streptomycetaceae,31.0,0.0,0.0,5.74816438860113e-06,0.0,-5.74816438860113e-06
DRR014782,f__Staphylococcaceae,30.0,0.0,0.0,5.5627397309043195e-06,0.0,-5.5627397309043195e-06
